ID	SEX	BIRTH	DOD	REMOVE DATE	DAM	SIRE	BEHAVIORAL MOM	CS STATUS	GROUP AT BIRTH	CS BIRTH SEASON	Comments
I130B4	m	04/10/2012	20/02/2013				0B4	Dead	R	2013	
I1393Z	m	09/10/2012	23/01/2013				93Z	Dead	F	2013	
I132G3	m	13/10/2012	29/10/2013				2G3	Dead	V	2013	
I134C4	u	23/10/2012	23/10/2012				4C4	Stillbirth	V	2013	
I135C2	f	26/10/2012	26/10/2012				5C2	Stillbirth	R	2013	
I1356E	m	26/10/2012	02/08/2013				56E	Dead	F	2013	
0N4	f	05/09/2011	21/07/2016		53Z	T88	53Z	Dead	V	2012	
4M0	m	22/08/2011			6D8	T82	6D8	IN CS	R	2012	
3N3	f	14/09/2011		01/12/2015	48V	9A9	48V	Remove	HH	2012	
2M2	f	17/09/2011			76J	9A2	76J	IN CS	KK	2012	
6M8	m	19/08/2011			3B8	9A1	3B8	IN CS	S	2012	
8N7	f	08/09/2011			0E7	9A1	0E7	IN CS	F	2012	
0N1	m	20/09/2011		17/01/2014	81E	98K	81E	Remove	V	2012	
5N3	f	22/09/2011		16/01/2014	52Z	98K	52Z	Remove	V	2012	
8N2	m	16/10/2011	08/06/2013		T03	98K	T03	Dead	V	2012	
0N7	f	28/11/2011		10/12/2013	30J	98K	30J	Remove	V	2012	
6M7	f	21/08/2011			6D9	97Z	6D9	IN CS	KK	2012	
2M3	m	03/10/2011			3F7	97Z	3F7	IN CS	KK	2012	
4M4	f	24/10/2011		03/11/2015	25P	97Z	25P	Remove	KK	2012	
5N4	f	12/09/2011		17/01/2014	00V	97V	00V	Remove	V	2012	
5N6	f	20/09/2011		30/01/2014	31L	97V	31L	Remove	V	2012	
1N0	f	24/09/2011			7C4	97V	7C4	IN CS	V	2012	
0N3	f	17/10/2011		04/12/2015	1B0	97V	1B0	Remove	V	2012	
2M9	m	12/09/2011			0B4	94Z	0B4	IN CS	R	2012	
2M5	m	10/08/2011			3B1	94O	3B1	IN CS	R	2012	
8M7	f	04/09/2011			76L	94O	76L	IN CS	R	2012	
6M4	m	13/09/2011			6A4	94O	6A4	IN CS	R	2012	
3M9	m	18/10/2011			2F0	94O	2F0	IN CS	R	2012	
4N4	m	10/08/2011		11/12/2013	2C7	91O	2C7	Remove	HH	2012	
5N2	m	31/08/2011		13/02/2014	5B6	91O	0B9	Remove	HH	2012	
7N3	f	06/09/2011		10/11/2015	0F0	90B	0F0	Remove	V	2012	
7N2	m	30/09/2011			2E1	8B5	2E1	IN CS	MM	2012	
3M1	f	02/09/2011		17/11/2015	60R	8A9	60R	Remove	KK	2012	
3N6	m	14/09/2011		31/01/2014	6C5	8A9	6C5	Remove	MM	2012	
I12V78	f	07/11/2011	29/11/2011		V78	8A9	V78	Dead	KK	2012	
9N5	f	11/08/2011			4C2	8A7	4C2	IN CS	F	2012	
9N4	f	22/08/2011			93Z	8A7	93Z	IN CS	F	2012	
3N8	f	13/09/2011		12/02/2014	4C1	8A7	73C	Remove	HH	2012	
6N1	m	14/10/2011		15/01/2014	63V	8A7	63V	Remove	F	2012	
7N8	f	22/10/2011		05/12/2013	00J	8A7	00J	Remove	F	2012	
8M9	m	24/10/2011			9C2	8A7	9C2	IN CS	F	2012	
9N9	m	06/02/2012			36Z	8A7	36Z	IN CS	F	2012	
2M0	f	11/08/2011			1E7	89N	1E7	IN CS	R	2012	
8M3	f	13/08/2011		27/10/2015	82Z	88V	82Z	Remove	S	2012	
7M5	f	05/09/2011			3D4	88V	3D4	IN CS	S	2012	
8M4	f	08/09/2011		27/10/2015	82V	88V	82V	Remove	S	2012	
I1257T	m	14/09/2011	12/01/2012		57T	88V	57T	Dead	S	2012	
I12T83	f	18/10/2011	18/10/2011		T83	88V	T83	Stillbirth	S	2012	
4M3	m	20/08/2011			4E0	84E	4E0	IN CS	R	2012	
I1256A	m	18/09/2011	09/05/2012		56A	83L	56A	Dead	F	2012	
1M2	m	22/09/2011			5C4	80T	5C4	IN CS	R	2012	
7N0	f	12/09/2011		09/12/2015	73C	76Z	4C1	Remove	F	2012	
9M7	f	20/09/2011		10/12/2013	4C5	73V	4C5	Remove	V	2012	
7N5	f	30/09/2011	24/07/2015		1B3	73V	1B3	Dead	V	2012	
5N7	f	07/10/2011	19/09/2014		4C4	73V	4C4	Dead	V	2012	
0N2	f	12/09/2011		06/12/2013	85T	73S	85T	Remove	V	2012	
9M8	f	12/09/2011			45Z	73S	45Z	IN CS	V	2012	
8M5	m	07/09/2011			2B1	72T	2B1	IN CS	S	2012	
8M0	f	01/10/2011			2D1	72T	2D1	IN CS	S	2012	
5N5	m	15/09/2011			5E8	70C	5E8	IN CS	V	2012	
5M6	f	14/08/2011		05/11/2015	8A3	6C6	8A3	Remove	R	2012	
5M5	f	01/09/2011			7F0	6A9	7F0	IN CS	KK	2012	
9N3	f	03/09/2011			64P	6A8	64P	IN CS	F	2012	
7N6	f	05/09/2011		02/12/2015	55V	6A8	55V	Remove	F	2012	
2N2	m	17/09/2011			61J	6A8	61J	IN CS	F	2012	
5N9	m	08/08/2011			31V	67Z	31V	IN CS	R	2012	
7M4	m	20/09/2011			2F3	67Z	2F3	IN CS	S	2012	
I127E3	u	30/08/2011	07/09/2011		7E3	64Z	7E3	Dead	HH	2012	
I122E9	m	04/09/2011	01/08/2012		2E9	64Z	2E9	Dead	HH	2012	
4M9	f	21/09/2011			1C7	64S	1C7	IN CS	KK	2012	
0N8	m	06/09/2011		10/12/2013	47Z	61R	47Z	Remove	V	2012	
9M9	f	08/09/2011	30/11/2015		5C6	61R	5C6	Dead	V	2012	
1N4	f	13/09/2011		01/12/2015	78I	61R	78I	Remove	V	2012	
9N2	f	09/10/2011		06/12/2013	2E4	61R	2E4	Remove	V	2012	
0N0	m	20/10/2011		05/12/2013	98J	61R	98J	Remove	V	2012	
0N5	m	04/11/2011		17/01/2014	13B	61R	13B	Remove	V	2012	
1N1	m	25/11/2011		05/12/2013	51Z	61R	51Z	Remove	V	2012	
0M8	m	22/08/2011			55J	60T	55J	IN CS	KK	2012	
5M2	f	01/10/2011		30/10/2015	83Z	60T	83Z	Remove	KK	2012	
3M0	f	03/10/2011		06/11/2015	0E2	60E	0E2	Remove	R	2012	
2M6	f	01/09/2011			48N	5B2	48N	IN CS	R	2012	
6M2	m	13/09/2011			37P	5B2	37P	IN CS	R	2012	
4M6	f	29/09/2011		17/11/2015	0A2	5B2	0A2	Remove	R	2012	
I12K84	m	25/10/2011	21/06/2012		K84	5B2	K84	Dead	R	2012	
5M4	m	15/09/2011	16/07/2014		40V	58R	40V	Dead	R	2012	
2M8	m	26/09/2011		10/12/2013	0F6	58R	0F6	Remove	R	2012	
0M7	m	13/09/2011			93O	57F	93O	IN CS	KK	2012	
4N0	m	20/09/2011		11/12/2013	03Z	57D	03Z	Remove	HH	2012	
1N5	f	21/09/2011		17/12/2013	29B	54V	29B	Remove	F	2012	
7M8	m	21/10/2011			97R	53N	97R	IN CS	S	2012	
7M2	f	11/12/2011		17/12/2013	74K	53N	74K	Remove	S	2012	
7N7	f	05/09/2011			87K	49Z	87K	IN CS	F	2012	
1N7	m	10/09/2011		05/12/2013	2A8	49Z	2A8	Remove	F	2012	
6N7	m	19/09/2011		15/01/2014	98T	49Z	98T	Remove	F	2012	
8N0	f	20/09/2011		28/01/2014	03J	49Z	03J	Remove	F	2012	
9M6	f	22/09/2011			50S	49Z	50S	IN CS	F	2012	
8N1	f	04/10/2011			1C0	49Z	1C0	IN CS	F	2012	
6N4	f	18/09/2011		11/12/2013	22H	49L	22H	Remove	HH	2012	
7M1	m	12/08/2011	08/02/2013		9C7	48L	9C7	Dead	S	2012	
I1268J	m	22/08/2011	15/03/2012		68J	46Z	68J	Dead	F	2012	
5N8	f	24/08/2011			4C9	46Z	4C9	IN CS	V	2012	
0N6	m	30/08/2011	14/12/2013		3D9	46Z	3D9	Dead	V	2012	
6N8	f	06/09/2011		17/12/2013	0A9	46Z	0A9	Remove	F	2012	
I122A2	f	11/09/2011	02/03/2012		2A2	46Z	2A2	Dead	F	2012	
7N1	f	17/09/2011		02/12/2015	9D8	46Z	9D8	Remove	F	2012	
9M5	m	22/09/2011			40L	46Z	40L	IN CS	F	2012	
9M0	f	02/10/2011		15/01/2014	62V	46Z	62V	Remove	F	2012	
8N8	f	16/10/2011		09/12/2015	1A3	46Z	1A3	Remove	F	2012	
2N3	m	31/10/2011		28/01/2014	56E	46Z	56E	Remove	F	2012	
9N7	f	25/11/2011			3C3	46Z	3C3	IN CS	F	2012	
4M2	f	02/08/2011			77D	44T	77D	IN CS	R	2012	
3M2	m	11/08/2011			24V	44T	24V	IN CS	KK	2012	
1M0	f	02/09/2011			4A0	44T	4A0	IN CS	R	2012	
3M8	m	10/09/2011			8A5	44T	8A5	IN CS	R	2012	
1M7	m	26/09/2011		12/12/2013	77V	44T	77V	Remove	R	2012	
6M3	m	14/10/2011			87F	44T	87F	IN CS	R	2012	
I1228A	f	18/10/2011	19/06/2012		28A	44T	28A	Dead	R	2012	
3N1	f	15/10/2011		24/01/2014	69O	44H	69O	Remove	R	2012	
2N0	m	18/08/2011			79Z	43P	79Z	IN CS	F	2012	
I1214L	f	01/10/2011	06/08/2012		14L	43P	14L	Dead	F	2012	
1N2	f	01/10/2011		27/10/2015	2A7	41N	2A7	Remove	F	2012	
4M8	m	09/08/2011			51T	3A6	51T	IN CS	R	2012	
6N0	m	12/09/2011			7F9	3A6	7F9	IN CS	R	2012	
2M4	m	04/10/2011			7A8	3A6	7A8	IN CS	R	2012	
3N0	m	06/10/2011			4F8	3A6	4F8	IN CS	R	2012	
2M1	f	14/11/2011			99Z	3A6	99Z	IN CS	R	2012	
0M9	m	15/08/2011			2D4	36V	2D4	IN CS	S	2012	
2N9	m	16/08/2011			98V	36V	98V	IN CS	S	2012	
4N9	m	02/09/2011			86Z	36V	86Z	IN CS	KK	2012	
5M0	m	05/09/2011			51V	36V	51V	IN CS	KK	2012	
9M2	m	09/09/2011			34N	36S	34N	IN CS	F	2012	
9N8	m	02/10/2011		15/01/2014	20F	36S	20F	Remove	F	2012	
9M3	f	19/11/2011		17/11/2015	57H	36S	57H	Remove	F	2012	
8M8	f	30/09/2011		17/12/2013	0A4	35V	0A4	Remove	F	2012	
6N5	f	14/01/2012		28/01/2014	60P	35V	60P	Remove	F	2012	
2N4	m	17/08/2011			7D6	32Z	7D6	IN CS	F	2012	
7M6	f	31/08/2011			16Z	30Z	16Z	IN CS	R	2012	
5M9	f	06/09/2011			26V	30Z	26V	IN CS	R	2012	
1M3	m	24/09/2011			14Z	30Z	14Z	IN CS	R	2012	
4N8	m	13/08/2011			2C0	30V	2C0	IN CS	HH	2012	
I123A2	f	25/08/2011	10/10/2012		3A2	30V	3A2	Dead	KK	2012	
3N7	m	25/08/2011			1A4	30V	1A4	IN CS	HH	2012	
4N2	f	04/09/2011		23/01/2014	2E8	30V	2E8	Remove	HH	2012	
3N2	m	15/09/2011		06/12/2013	55R	30V	55R	Remove	HH	2012	
I1221N	f	11/10/2011	30/05/2012		21N	30V	21N	Dead	HH	2012	
I1252P	f	13/09/2011	06/03/2012		52P	30L	52P	Dead	F	2012	
6N9	m	30/09/2011	05/02/2015		5C0	30L	5C0	Dead	F	2012	
9M1	f	03/10/2011		17/12/2013	82L	30L	82L	Remove	F	2012	
I1281B	f	06/10/2011	25/09/2012		81B	30C	81B	Dead	HH	2012	
5M1	f	31/08/2011			7A6	2C6	7A6	IN CS	R	2012	
1N3	m	22/09/2011			6C0	29V	6C0	IN CS	F	2012	
2M7	f	24/09/2011		10/11/2015	6D6	27J	6D6	Remove	KK	2012	
6M1	m	22/08/2011			4D5	26P	4D5	IN CS	R	2012	
0M5	f	25/08/2011			0E1	26P	0E1	IN CS	R	2012	
4M5	f	02/09/2011			4F5	26P	4F5	IN CS	R	2012	
2N6	f	09/09/2011			32S	25R	32S	IN CS	F	2012	
6N3	m	19/08/2011		17/01/2014	68V	25L	68V	Remove	F	2012	
1N9	f	14/09/2011			64D	25L	64D	IN CS	F	2012	
9M4	f	24/09/2011			88I	25L	88I	IN CS	F	2012	
7M9	f	05/08/2011			09Z	22O	09Z	IN CS	R	2012	
8M1	m	17/08/2011			4B2	22O	4B2	IN CS	R	2012	
5M3	F	14/09/2011			07L	22O	07L	IN CS	R	2012	
6M6	f	01/10/2011		03/11/2015	3A7	22O	3A7	Remove	R	2012	
I122A5	m	15/08/2011	09/08/2012		2A5	1C2	2A5	Dead	F	2012	
8N6	f	22/08/2011			82A	1C2	82A	IN CS	F	2012	
1N8	f	03/09/2011		28/01/2014	44J	1C2	44J	Remove	F	2012	
7N9	f	01/09/2011		04/12/2015	7D8	1B1	7D8	Remove	F	2012	
4M7	f	05/08/2011		01/12/2015	85V	1A6	85V	Remove	R	2012	
1M4	f	13/08/2011			1E6	1A6	1E6	IN CS	R	2012	
6M0	m	17/08/2011			7C8	19T	7C8	IN CS	R	2012	
8M2	f	24/08/2011			36D	19T	36D	IN CS	S	2012	
5M7	f	29/08/2011		12/11/2015	60V	19T	60V	Remove	R	2012	
6M9	f	12/09/2011			5A1	19T	5A1	IN CS	S	2012	
1M1	m	26/09/2011			2C8	19T	2C8	IN CS	R	2012	
I12X91	f	20/11/2011	01/12/2011		X91	19T	X91	Dead	R	2012	
I1245F	f	25/08/2011	31/10/2011		45F	17T	45F	Dead	KK	2012	
3M6	f	06/09/2011		05/11/2015	21H	17T	21H	Remove	KK	2012	
3M3	m	26/09/2011			4F1	17L	4F1	IN CS	KK	2012	
1M8	m	04/10/2011			37V	17L	37V	IN CS	KK	2012	
9N6	f	24/10/2011			0B6	17L	0B6	IN CS	KK	2012	
I125A0	m	31/08/2011	13/11/2011		5A0	17K	5A0	Dead	S	2012	
9N1	f	16/08/2011			04N	12Z	04N	IN CS	F	2012	
8N5	m	17/08/2011			8B0	12Z	8B0	IN CS	F	2012	
7N4	m	07/09/2011		31/01/2014	13H	12E	13H	Remove	V	2012	
8N3	f	24/10/2011			15E	12E	15E	IN CS	V	2012	
7M0	f	10/07/2011		04/02/2014	0B5	11Z	0B5	Remove	R	2012	
0M6	f	09/08/2011			2C3	11Z	2C3	IN CS	KK	2012	
6M5	m	17/08/2011			54N	11Z	54N	IN CS	R	2012	
1M5	f	04/09/2011		27/10/2015	91V	11Z	91V	Remove	R	2012	
3M7	f	24/09/2011			4A5	11Z	4A5	IN CS	R	2012	
8M6	f	03/10/2011			4A9	11Z	4A9	IN CS	S	2012	
3M4	f	07/10/2011		17/01/2014	89K	11Z	89K	Remove	R	2012	
5M8	m	10/10/2011		12/12/2013	93I	11Z	93I	Remove	R	2012	
1M6	m	17/10/2011			53E	11Z	53E	IN CS	KK	2012	
3M5	f	28/11/2011			90V	11Z	90V	IN CS	R	2012	
4M1	m	20/09/2011			91A	10R	91A	IN CS	R	2012	
7M3	m	25/09/2011			7A9	10R	7A9	IN CS	S	2012	
8N4	f	11/08/2011			74S	0B8	74S	IN CS	F	2012	
6N6	f	13/08/2011			9D4	0B8	9D4	IN CS	F	2012	
2N1	m	21/09/2011			7B7	0B8	7B7	IN CS	F	2012	
I1279C	f	11/09/2011	12/09/2011		79C	07T	79C	Dead	F	2012	
2N5	m	29/09/2011		04/12/2013	43F	49Z	43F	Remove	F	2012	
0N9	m	01/11/2011		12/12/2013	43J	25L	43J	Remove	F	2012	
2N7	m	09/09/2011			28N	07D	28N	IN CS	F	2012	
6N2	m	21/08/2011			0C6	06O	0C6	IN CS	F	2012	
4N3	m	05/09/2011			5B4	06O	5B4	IN CS	HH	2012	
1M9	m	17/09/2011			8F0	05Z	8F0	IN CS	R	2012	
9N0	f	04/09/2011			5D4	04Z	5D4	IN CS	HH	2012	
1N6	m	22/09/2011		11/12/2013	50I	04T	50I	Remove	F	2012	
2N8	m	28/09/2011			73B	04T	73B	IN CS	F	2012	
I1210S	f	04/09/2011	31/10/2012		10S	04I	10S	Dead	F	2012	
8N9	f	22/12/2011		04/12/2015	78T	04I	78T	Remove	F	2012	
7M7	m	19/08/2011			2B4	03N	2B4	IN CS	S	2012	
5N0	f	07/09/2011		10/11/2015	8E2	02R	8E2	Remove	HH	2012	
4N7	m	09/09/2011			77S	02R	77S	IN CS	HH	2012	
4N1	f	11/09/2011			90P	02R	90P	IN CS	MM	2012	
4N6	f	12/09/2011			21K	02R	21K	IN CS	MM	2012	
4N5	f	14/09/2011			94S	02R	94S	IN CS	HH	2012	
3N5	m	24/09/2011		11/12/2013	36O	02R	36O	Remove	HH	2012	
5N1	f	24/09/2011			39Z	02R	39Z	IN CS	HH	2012	
3N4	f	11/10/2011			3A9	02R	3A9	IN CS	HH	2012	
3N9	m	16/10/2011		19/12/2013	20S	02R	20S	Remove	HH	2012	
I12V80	f	09/12/2011	09/12/2011		V80	02R	V80	Dead	HH	2012	
I1255A	f	15/01/2012	12/07/2012		55A	02R	55A	Dead	HH	2012	
I1234B	m	15/07/2011	15/07/2011				34B	Dead	KK	2012	
I126B0	f	29/07/2011	31/10/2012				6B0	Dead	R	2012	
I122A7-K	u	14/08/2011	16/08/2011				2A7	Dead	F	2012	
I123A4	m	14/08/2011	28/12/2011				3A4	Dead	HH	2012	
I1215O	f	15/08/2011	28/08/2011				15O	Dead	R	2012	
I1244V	m	17/08/2011	31/10/2012				44V	Dead	KK	2012	
I125B6	m	18/08/2011	31/10/2012				5B6	Dead	HH	2012	
I129C5	m	23/08/2011	31/10/2012				9C5	Dead	KK	2012	
I128C7	m	24/08/2011	02/12/2011				8C7	Dead	R	2012	
I1265Z	f	27/08/2011	31/10/2012				65Z	Dead	HH	2012	
I129A4	m	29/08/2011	31/10/2012				9A4	Dead	F	2012	
I1235N	m	30/08/2011	31/10/2012				35N	Dead	f	2012	
I1293T	f	31/08/2011	08/09/2011				93T	Dead	V	2012	
I124A2	m	07/09/2011	01/11/2011				4A2	Dead	R	2012	
I126C3	m	07/09/2011	31/10/2012				6C3	Dead	F	2012	
I1290T	m	09/09/2011	06/10/2011				90T	Dead	V	2012	
I126B4	m	13/09/2011	31/10/2012				6B4	Dead	HH	2012	
I1262H	m	21/09/2011	21/02/2012				62H	Dead	F	2012	
I128F3	f	21/09/2011	31/10/2012				8F3	Dead	F	2012	
I12Z14	m	24/09/2011	07/11/2011				Z14	Dead	F	2012	
I128B4	f	25/09/2011	31/10/2012				8B4	Dead	F	2012	
I12X34	m	29/09/2011	03/10/2011				X34	Dead	R	2012	
I127C3	f	29/09/2011	31/10/2012				7C3	Dead	F	2012	
I127C0-K	f	04/10/2011	06/10/2011				7C0	Dead	F	2012	
I1229Z	f	08/10/2011	31/10/2012				29Z	Dead	F	2012	
I1203B	f	09/10/2011	31/10/2012				03B	Dead	KK	2012	
I1210C	m	23/10/2011	31/10/2012				10C	Dead	R	2012	
I1228I	m	29/10/2011	31/10/2012				28I	Dead	R	2012	
I1228J	m	06/11/2011	31/10/2012				28J	Dead	F	2012	
I12X34-K	m	13/11/2011	05/12/2011				X34	Dead	R	2012	
I126A3	m	15/11/2011	31/10/2012				6A3	Dead	R	2012	
I1292D	f	27/11/2011	26/06/2012				92D	Dead	F	2012	
I1290D	f	01/12/2011	12/12/2011				90D	Dead	F	2012	
I12V36	f	03/12/2011	08/12/2011				V36	Dead	F	2012	
I122C4	m	11/12/2011	23/06/2012				2C4	Dead	KK	2012	
I12V72	m	11/12/2011	31/10/2012				V72	Dead	HH	2012	
I1235O	f	15/01/2012	31/10/2012				35O	Dead	HH	2012	
5L4	m	09/12/2010			3D1	X80	3D1	IN CS	S	2011	
8K2	m	20/09/2010		23/01/2014	5D4	9A9	5D4	Remove	HH	2011	
4L3	f	04/10/2010	28/02/2012		94S	9A9	94S	Dead	HH	2011	
8L2	m	25/10/2010		28/02/2012	62S	9A9	62S	Remove	HH	2011	
6K6	f	06/09/2010			60R	99L	60R	IN CS	KK	2011	
8K3	f	27/09/2010		05/12/2013	53E	99L	53E	Remove	KK	2011	
I116D4	m	20/10/2010	16/12/2011		6D4	97Z	6D4	Dead	KK	2011	
7K8	f	28/09/2010			13B	97V	13B	IN CS	V	2011	
7L8	m	02/11/2010			40Z	97V	40Z	IN CS	V	2011	
6L9	f	31/08/2010	29/08/2012		68J	96T	68J	Dead	F	2011	
7L2	f	15/09/2010		20/11/2015	2A8	96T	2A8	Remove	F	2011	
2L6	m	07/12/2010			14I	96B	14I	IN CS	F	2011	
6K8	f	17/10/2010		03/11/2015	6A4	94Z	6A4	Remove	R	2011	
9K8	m	24/10/2010		28/02/2012	8A5	94Z	8A5	Remove	R	2011	
8L3	f	27/09/2010			11N	94O	11N	IN CS	KK	2011	
0L5	m	13/10/2010			4A9	94O	4A9	IN CS	S	2011	
9K9	m	23/10/2010			06A	94O	06A	IN CS	S	2011	
7L3	f	30/09/2010		28/02/2012	76J	94H	76J	Remove	KK	2011	
4L0	f	15/09/2010			26V	91P	26V	IN CS	R	2011	
4L6	m	24/09/2010			28A	91P	28A	IN CS	R	2011	
4K4	f	11/10/2010			07L	91P	07L	IN CS	R	2011	
6K2	m	08/09/2010			34Z	91O	34Z	IN CS	HH	2011	
0M2	f	12/09/2010			2E8	91O	2E8	IN CS	HH	2011	
7L5	f	19/09/2010		29/02/2012	48V	91O	48V	Remove	HH	2011	
8K7	f	05/10/2010			21N	91O	21N	IN CS	HH	2011	
7L6	m	10/10/2010		23/01/2014	36O	91O	36O	Remove	HH	2011	
4L1	m	12/10/2010			81B	91O	81B	IN CS	HH	2011	
7L7	f	27/10/2010			16S	91O	16S	IN CS	HH	2011	
6K1	f	28/10/2010			6C5	91O	6C5	IN CS	HH	2011	
0M0	f	23/09/2010		14/02/2014	5C6	90B	5C6	Remove	V	2011	
4K7	m	31/10/2010			3E7	8B3	3E7	IN CS	F	2011	
7L4	f	26/09/2010		09/12/2015	73C	8A9	73C	Remove	HH	2011	
4K1	f	06/10/2010		28/02/2012	1A3	8A7	1A3	Remove	F	2011	
5K2	f	08/10/2010		04/12/2013	64P	8A7	64P	Remove	F	2011	
1L2	f	15/10/2010		15/12/2015	00J	8A7	00J	Remove	F	2011	
1L5	f	24/10/2010			62V	8A7	62V	IN CS	F	2011	
7K4	m	29/11/2010			1E3	8A7	1E3	IN CS	F	2011	
9L6	f	28/10/2010			T84	88V	T84	IN CS	S	2011	
9K4	m	24/09/2010			62H	85B	62H	IN CS	F	2011	
I1190D	m	12/11/2010	21/11/2010		90D	85B	90D	Dead	F	2011	
8L6	m	05/10/2010			1E2	80B	1E2	IN CS	KK	2011	
3L3	m	12/09/2010			07A	76Z	07A	IN CS	KK	2011	
9K7	m	25/09/2010			5D9	76Z	5D9	IN CS	HH	2011	
5K9	f	04/11/2010			21C	76Z	21C	IN CS	HH	2011	
9K6	f	16/09/2010			82V	73Z	82V	IN CS	S	2011	
8K0	m	27/09/2010		04/02/2014	78I	72O	78I	Remove	V	2011	
1K9	m	27/09/2010		06/02/2014	00V	72O	00V	Remove	V	2011	
0M4	f	10/10/2010			14E	72O	14E	IN CS	V	2011	
2K0	m	01/11/2010			51Z	72O	51Z	IN CS	V	2011	
I118C7	f	11/10/2010	13/10/2010		8C7	70C	8C7	Dead	R	2011	
2L1	m	03/10/2010	25/01/2012		62R	6A9	62R	Dead	KK	2011	
3L4	m	04/10/2010			48J	6A9	48J	IN CS	KK	2011	
7L0	f	01/09/2010			03Z	6A8	03Z	IN CS	HH	2011	
9L3	f	25/08/2010		29/02/2012	39Z	67Z	39Z	Remove	HH	2011	
9K0	f	28/10/2010			1E0	64Z	1E0	IN CS	HH	2011	
2K2	m	13/09/2010		05/12/2013	45Z	61R	45Z	Remove	V	2011	
7K9	m	17/09/2010	23/12/2014		53Z	61R	53Z	Dead	V	2011	
2K7	f	24/09/2010		10/12/2013	85T	61R	85T	Remove	V	2011	
0M3	f	25/10/2010			1B3	61R	1B3	IN CS	V	2011	
1L7	f	18/10/2010			96A	61G	96A	IN CS	R	2011	
6L1	f	09/09/2010			37V	60T	37V	IN CS	KK	2011	
9L1	f	19/09/2010		28/02/2012	03B	60T	03B	Remove	KK	2011	
6L3	m	27/09/2010			86Z	60T	86Z	IN CS	KK	2011	
6L5	f	01/10/2010		04/12/2013	51V	60T	51V	Remove	KK	2011	
9L9	f	27/10/2010			49V	60T	49V	IN CS	KK	2011	
7K5	f	03/11/2010		18/11/2015	83Z	60T	83Z	Remove	KK	2011	
5L7	f	26/09/2010			81E	60L	81E	IN CS	V	2011	
2K5	m	04/12/2010			52Z	60L	52Z	IN CS	V	2011	
0L7	f	30/10/2010	07/04/2016		5C2	5C3	5C2	Dead	R	2011	
5L0	m	26/09/2010			61K	58R	61K	IN CS	R	2011	
0L2	f	28/09/2010		12/11/2015	60V	58R	60V	Remove	R	2011	
4L7	m	15/10/2010			3A7	58R	3A7	IN CS	R	2011	
5K3	f	10/09/2010			0A4	56K	0A4	IN CS	F	2011	
8L0	f	23/09/2010		28/02/2012	55J	56K	55J	Remove	KK	2011	
3L9	f	11/09/2010			5A1	53N	5A1	IN CS	S	2011	
0L6	f	21/09/2010	21/03/2012		57T	53N	57T	Dead	S	2011	
8K5	f	21/11/2010		29/01/2014	38Z	53N	38Z	Remove	S	2011	
9L5	m	26/09/2010	22/05/2014		7C4	49Z	7C4	Dead	V	2011	
2K6	m	28/10/2010			9C1	49Z	9C1	IN CS	V	2011	
6K4	m	04/10/2010			90P	49L	90P	IN CS	HH	2011	
I1122H	f	09/10/2010	14/09/2011		22H	49L	22H	Dead	HH	2011	
6K5	m	17/12/2010			0C8	49L	0C8	IN CS	HH	2011	
5L1	m	26/09/2010			5A0	48L	5A0	IN CS	S	2011	
3L7	m	13/09/2010			5B4	46Z	5B4	IN CS	HH	2011	
7L9	m	16/09/2010			1B0	46Z	1B0	IN CS	V	2011	
3K7	m	20/09/2010		28/02/2012	2A7	46Z	2A7	Remove	F	2011	
2K3	m	29/09/2010			90T	46Z	90T	IN CS	V	2011	
7K7	m	25/10/2010			4C4	46Z	4C4	IN CS	V	2011	
2K1	f	08/12/2010			98J	46Z	98J	IN CS	V	2011	
7K0	m	29/09/2010			76L	44T	76L	IN CS	R	2011	
5L2	m	01/10/2010			4A0	44T	4A0	IN CS	R	2011	
9L0	f	07/10/2010			6A3	44T	6A3	IN CS	R	2011	
9K2	m	10/10/2010			99Z	44T	99Z	IN CS	R	2011	
8K6	m	24/10/2010			77V	44T	77V	IN CS	R	2011	
0L0	m	30/10/2010			93I	44T	93I	IN CS	R	2011	
7K1	f	11/11/2010			28I	44T	28I	IN CS	R	2011	
4L5	f	14/11/2010			87F	44T	87F	IN CS	R	2011	
8L9	m	13/10/2010		29/02/2012	X83	44H	X83	Remove	R	2011	
I1102A	u	21/11/2010	24/11/2010		02A	44H	02A	Dead	R	2011	
3K4	m	02/10/2010			28N	43P	28N	IN CS	F	2011	
4K2	m	16/10/2010			28J	43P	28J	IN CS	F	2011	
1L3	m	21/10/2010		28/02/2012	56A	43P	56A	Remove	F	2011	
7K3	m	21/10/2010		28/02/2012	34N	43P	34N	Remove	F	2011	
3K8	f	24/10/2010	02/08/2012		10S	43P	10S	Dead	F	2011	
1L4	f	03/12/2010			40L	43P	40L	IN CS	F	2011	
2L2	m	24/09/2010		28/02/2012	87K	41N	87K	Remove	F	2011	
0L3	m	22/10/2010		15/01/2014	55V	41N	55V	Remove	F	2011	
6K9	f	02/10/2010			91A	3A6	91A	IN CS	R	2011	
8L8	f	06/10/2010		01/12/2015	37P	3A6	37P	Remove	R	2011	
9K1	f	07/10/2010		15/12/2015	2D1	39L	2D1	Remove	S	2011	
9L8	m	30/08/2010		28/02/2012	63V	36T	63V	Remove	F	2011	
2L4	f	14/09/2010		28/02/2012	44J	36S	44J	Remove	F	2011	
